PredictedValue,PredictionConfidence,Order Priority,Customer Segment,Product Category,Product Sub Category,Product Container,Product Name,Profit,Quantity Ordered,Sales,Gross Unit Price,Shipping Cost,Ship Mode,Ship Date,City,Order Line ID,# of Order Lines,Order ID,# of Orders,Customer ID,# of Customers,Customer Name,Grouped Sub Category,Discount,Order Date,{Row Count}
Delivered,0.99,Low,Corporate,Office Supplies,Paper,Small Box,Xerox 1916,407.99,44,2181.7,51.65,5.86,Regular Air,'2016-11-26',Shanghai,6642,6642,89312,89312,2442,2442,Natalie Aldridge,Stationery,87.17,'2016-11-21 00:03:42.000',1
Delivered,0.96,Low,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Staples General Use 3-Ring Binders,4.06,20,38.21,1.99,1.49,Regular Air,'2016-11-26',Riyadh,8234,8234,87056,87056,2999,2999,Kim McCarthy,Stationery,1.71,'2016-11-21 10:53:54.000',1
Delivered,1,Low,Home Office,Technology,Telephones and Communication,Small Box,TimeportP7382,189.36,11,2391.4,217.4,8.99,Express Air,'2016-11-29',Melbourne,1386,1386,88134,88134,543,543,Theodore Goldstein,Computer & Electronics,51.99,'2016-11-21 08:17:55.000',1
Delivered,1,High,Corporate,Office Supplies,Paper,Wrap Bag,Riverleaf Stik-Withit Designer Note Cubes,75.41,97,957.13,10.61,2.06,Regular Air,'2016-11-22',Edinburgh,478,478,3585,3585,181,181,Wesley Waller,Stationery,61.35,'2016-11-21 13:07:43.000',1
Delivered,1,High,Corporate,Technology,Telephones and Communication,Small Pack,Accessory15,-185.09,30,611.62,22.16,0.99,Regular Air,'2016-11-23',Belfast,243,243,87185,87185,92,92,Victoria Baker Hoover,Computer & Electronics,31.47,'2016-11-21 13:52:54.000',1
Delivered,0.99,Medium,Corporate,Furniture,Office Furnishings,Small Box,"Seth Thomas 13 1/2"" Wall Clock",436.27,35,656.6,18.76,5.03,Express Air,'2016-11-25',Adelaide,1059,1059,89326,89326,398,398,Bruce Stark,Furniture,19.75,'2016-11-22 00:00:33.000',1
Delivered,0.98,Not Specified,Corporate,Office Supplies,Appliances,Medium Box,Honeywell Quietcare HEPA Air Cleaner,780.84,18,1419.47,83.01,13.99,Regular Air,'2016-11-25',Kaliningrad,2754,2754,88903,88903,1066,1066,Stacey Bowers,Furniture,74.4,'2016-11-22 02:08:33.000',1
Delivered,1,Not Specified,Home Office,Office Supplies,Storage & Organization,Large Box,Belkin OmniView SE Rackmount Kit,137.32,8,293.61,37.45,35,Regular Air,'2016-11-24',Buenos Aires,3429,3429,90668,90668,1299,1299,Vincent Swanson,Furniture,9.68,'2016-11-22 01:53:35.000',1
Delivered,1,Medium,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star Flex Back Scooter Chair with White Frame,40.3,1,105.41,117.12,30,Delivery Truck,'2016-11-24',Charlotte,6564,6564,86765,86765,2416,2416,Neil Waller,Furniture,5.25,'2016-11-22 11:03:00.000',1
Delivered,0.88,Medium,Corporate,Technology,Computer Peripherals,Small Box,"Fellowes Internet Keyboard, Platinum",50.41,5,155.69,32.1,8.65,Regular Air,'2016-11-25',Lyon,6358,6358,88997,88997,2342,2342,Danny Francis Bell,Computer & Electronics,7.1,'2016-11-22 13:58:31.000',1
Delivered,1,Medium,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Cometâ„¢ Stacking Armless Chair,1908.59,19,5996.4,315.6,87.01,Delivery Truck,'2016-11-24',Lyon,6356,6356,88997,88997,2342,2342,Danny Francis Bell,Furniture,192.17,'2016-11-22 14:44:46.000',1
Delivered,1,Medium,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagodaâ„¢ Armless Upholstered Stacking Chairs,147.2,3,831.25,307.87,48.8,Delivery Truck,'2016-11-25',Lyon,6357,6357,88997,88997,2342,2342,Danny Francis Bell,Furniture,64.22,'2016-11-22 01:02:51.000',1
Delivered,1,Not Specified,Small Business,Technology,Telephones and Communication,Wrap Bag,Accessory17,72.03,39,1392.71,37.99,5,Express Air,'2016-11-25',Canberra,1560,1560,86326,86326,597,597,Alexandra Wise,Computer & Electronics,69.32,'2016-11-22 17:39:52.000',1
Delivered,0.97,Medium,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,Martin-Yale Premier Letter Opener,-28.89,14,180.88,13.6,4.59,Regular Air,'2016-11-25',New York City,6700,6700,22885,22885,2460,2460,Lucille Gibbons,Stationery,9.45,'2016-11-22 05:51:14.000',1
Delivered,0.99,Low,Small Business,Furniture,Office Furnishings,Small Pack,Advantus Panel Wall Acrylic Frame,121.87,32,172.01,5.78,5.26,Regular Air,'2016-11-26',Hong Kong,6276,6276,90566,90566,2308,2308,Laurence Cummings,Furniture,8.87,'2016-11-23 16:14:49.000',1
Delivered,0.97,Low,Consumer,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,16.64,6,23.42,4.29,6.89,Express Air,'2016-11-29',Merida,5326,5326,91260,91260,1983,1983,Gene Wu Vaughan,Furniture,1.24,'2016-11-23 11:08:34.000',1
Delivered,0.97,Medium,Home Office,Office Supplies,Paper,Small Box,Xerox 1983,28.93,26,150.94,6.31,5.46,Regular Air,'2016-11-25',Ahmednagar,5432,5432,88813,88813,2007,2007,Lauren West,Stationery,10.11,'2016-11-23 00:39:24.000',1
Delivered,1,Medium,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Bevis Steel Folding Chairs,683.1,41,4068.63,101.26,74.35,Delivery Truck,'2016-11-26',Tumkur,5431,5431,88813,88813,2007,2007,Lauren West,Furniture,162.07,'2016-11-23 06:02:30.000',1
Delivered,1,Low,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Comfortask Task/Swivel Chairs,-16.76,11,1309.85,120.28,30,Delivery Truck,'2016-11-29',Cancun,5329,5329,91260,91260,1984,1984,Lynne Wilcox,Furniture,29.64,'2016-11-23 02:54:02.000',1
Delivered,0.97,Low,Consumer,Office Supplies,Paper,Small Box,Xerox 1932,-36.14,16,592.42,37.4,5.09,Regular Air,'2016-11-28',Cancun,5327,5327,91260,91260,1983,1983,Gene Wu Vaughan,Stationery,9.91,'2016-11-23 15:26:03.000',1
Delivered,0.89,Medium,Consumer,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",-87.76,21,971.45,47.69,1.99,Regular Air,'2016-11-26',Victoria,5627,5627,88567,88567,2069,2069,Elsie Boykin,Computer & Electronics,37.06,'2016-11-23 01:32:48.000',1
Delivered,0.99,Medium,Corporate,Technology,Computer Peripherals,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",508.19,44,778.91,18.44,1.99,Regular Air,'2016-11-27',Cairo,3268,3268,86084,86084,1237,1237,Eva Simpson,Computer & Electronics,38.79,'2016-11-24 04:59:47.000',1
Delivered,0.98,Low,Home Office,Office Supplies,Paper,Small Box,Xerox 195,46.57,12,80.37,7.05,5.41,Regular Air,'2016-11-27',Baltimore,9005,9005,90490,90490,3255,3255,Maureen Whitley,Stationery,2.32,'2016-11-24 03:15:18.000',1
Delivered,1,Critical,Small Business,Office Supplies,Storage & Organization,Small Box,"Perma STOR-ALLâ„¢ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",47.06,28,160.78,6.31,4.69,Regular Air,'2016-11-25',Sydney,1136,1136,88091,88091,444,444,Thelma Abrams,Furniture,8.28,'2016-11-24 01:34:02.000',1
Delivered,0.97,Medium,Small Business,Technology,Telephones and Communication,Small Box,7160,234.13,15,2120.26,148.79,4.2,Regular Air,'2016-11-27',Burlington,8583,8583,87334,87334,3108,3108,Diana Schultz,Computer & Electronics,116.38,'2016-11-24 02:24:26.000',1
Delivered,1,Not Specified,Home Office,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,585.63,41,6333.42,160.91,4,Regular Air,'2016-11-26',Varanasi,4815,4815,89866,89866,1782,1782,Lawrence Dennis,Computer & Electronics,316.42,'2016-11-24 00:47:14.000',1
Delivered,1,Low,Corporate,Technology,Office Machines,Jumbo Drum,Epson DFX5000+ Dot Matrix Printer,1683.38,3,4324.4,1584.03,29.7,Delivery Truck,'2016-12-03',Moscow,2755,2755,88904,88904,1066,1066,Stacey Bowers,Computer & Electronics,304.85,'2016-11-25 04:49:46.000',1
Delivered,0.9,Not Specified,Consumer,Technology,Telephones and Communication,Small Pack,Accessory29,41.81,9,193.46,22.16,1.25,Regular Air,'2016-11-27',Bristol,108,108,91458,91458,42,42,Alexandra Fuller,Computer & Electronics,5.28,'2016-11-25 04:11:49.000',1
Delivered,0.94,Not Specified,Consumer,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",61.33,36,285.92,8.54,7.96,Regular Air,'2016-11-29',Birmingham,107,107,91458,91458,42,42,Alexandra Fuller,Furniture,12.98,'2016-11-25 00:22:31.000',1
Delivered,1,Critical,Consumer,Office Supplies,Paper,Wrap Bag,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",4.9,14,110.81,8.42,1.25,Regular Air,'2016-11-27',Providence,8061,8061,90229,90229,2928,2928,Leslie Woodard,Stationery,5.85,'2016-11-25 19:20:55.000',1
Delivered,0.99,Medium,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Staples Metal Binder Clips,-9.81,32,84.79,2.76,0.8,Regular Air,'2016-11-28',Moscow,2144,2144,89273,89273,822,822,Sara Perkins,Stationery,1.87,'2016-11-25 00:22:23.000',1
Delivered,0.91,Not Specified,Consumer,Office Supplies,Storage & Organization,Small Box,Fellowes Bankers Boxâ„¢ Stor/Drawer Steel Plusâ„¢,-208.91,14,444.15,33.75,6.72,Regular Air,'2016-11-27',Las Plumas,3107,3107,85946,85946,1185,1185,Lee Xu,Furniture,22.21,'2016-11-25 11:22:37.000',1
Delivered,0.95,Not Specified,Consumer,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",-75.48,4,41.09,10.7,2.27,Regular Air,'2016-11-27',Riyadh,6579,6579,86766,86766,2419,2419,Sandra Faulkner,Stationery,1.42,'2016-11-25 02:10:59.000',1
Delivered,0.87,Not Specified,Consumer,Office Supplies,Labels,Small Box,Avery 474,-141.3,23,69.22,3.04,0.99,Regular Air,'2016-11-27',Riyadh,6578,6578,86766,86766,2419,2419,Sandra Faulkner,Stationery,1.46,'2016-11-25 01:35:25.000',1
Delivered,1,High,Corporate,Technology,Copiers and Fax,Large Box,Canon PC1060 Personal Laser Copier,1989.5,26,18630.77,738.73,24.49,Regular Air,'2016-11-30',Santiago,7830,7830,88294,88294,2861,2861,Dwight Robinson,Computer & Electronics,869.97,'2016-11-26 13:50:51.000',1
Delivered,0.98,Medium,Consumer,Technology,Telephones and Communication,Small Box,8860,2.56,41,2798.14,69.64,5.26,Regular Air,'2016-11-29',Johannesburg,4426,4426,89480,89480,1667,1667,Brad Pearce,Computer & Electronics,94.57,'2016-11-26 07:16:35.000',1
Delivered,0.93,Medium,Corporate,Office Supplies,Paper,Small Box,Xerox 1905,19.95,4,24.62,6.84,9.54,Regular Air,'2016-11-30',Dallas,8126,8126,90648,90648,2960,2960,Allan Dickinson,Stationery,1.36,'2016-11-27 01:11:57.000',1
Delivered,1,Medium,Consumer,Technology,Office Machines,Medium Box,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,1979.67,23,2936.41,127.67,7.11,Express Air,'2016-11-30',Nagoya,8416,8416,88452,88452,3064,3064,Clarence Crowder,Computer & Electronics,87.73,'2016-11-27 17:41:25.000',1
Delivered,0.95,Medium,Consumer,Technology,Computer Peripherals,Small Box,Logitech Cordless Elite Duo,708.39,11,1172.27,106.57,7.18,Regular Air,'2016-11-29',Nagoya,8413,8413,88452,88452,3063,3063,Ann Steele,Computer & Electronics,31.8,'2016-11-27 01:40:12.000',1
Delivered,1,Not Specified,Consumer,Technology,Telephones and Communication,Small Box,8890,2128.41,34,3953.84,122.41,5.92,Regular Air,'2016-12-01',Victoria,5092,5092,91265,91265,1893,1893,Melanie Burgess,Computer & Electronics,199.46,'2016-11-27 16:58:05.000',1
Delivered,1,Medium,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,722.25,23,3633.95,169.89,30,Delivery Truck,'2016-11-30',Nagasaki,8415,8415,88452,88452,3064,3064,Clarence Crowder,Furniture,223.57,'2016-11-27 03:51:45.000',1
Delivered,0.99,Not Specified,Small Business,Office Supplies,Envelopes,Small Box,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",89.84,41,2480.05,64.35,19.99,Regular Air,'2016-11-29',Recife,4059,4059,86825,86825,1526,1526,Larry Hall,Stationery,146.07,'2016-11-27 14:47:00.000',1
Delivered,0.98,Not Specified,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Quartet Alpha White Chalk, 12/Pack",-59.95,32,73.07,2.33,1,Regular Air,'2016-11-30',Tel Aviv,3089,3089,86924,86924,1181,1181,Tommy Feldman,Stationery,0.91,'2016-11-27 06:28:12.000',1
Delivered,1,Critical,Corporate,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,467.62,34,693.48,21.47,35,Regular Air,'2016-12-01',Sao Paulo,3826,3826,86835,86835,1435,1435,Jerry Creech,Furniture,26,'2016-11-28 02:11:46.000',1
Delivered,1,Critical,Corporate,Technology,Telephones and Communication,Small Box,T193,1146.74,32,2206.2,69.64,4.99,Regular Air,'2016-11-30',Sao Paulo,3823,3823,86835,86835,1434,1434,Herman Decker,Computer & Electronics,71.55,'2016-11-28 05:09:11.000',1
Delivered,1,Not Specified,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Metal Folding Chairs, Beige, 4/Carton",139.79,14,481.42,35.82,19.19,Delivery Truck,'2016-11-30',San Diego,8147,8147,86091,86091,2968,2968,Miriam Bowman,Furniture,17.73,'2016-11-28 00:16:36.000',1
Delivered,1,High,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Recycled Storage Drawers,940.63,43,4534.48,117.17,8.64,Regular Air,'2016-11-30',Glasgow,353,353,86698,86698,129,129,Kara Allison,Furniture,330,'2016-11-28 10:24:03.000',1
Delivered,1,High,Home Office,Office Supplies,Pens & Art Supplies,Small Box,Model L Table or Wall-Mount Pencil Sharpener,36.11,19,328.16,18.98,8.65,Regular Air,'2016-11-29',Tokyo,7336,7336,90555,90555,2673,2673,Faye Joseph,Stationery,20.22,'2016-11-28 04:37:54.000',1
Delivered,1,Critical,Corporate,Technology,Office Machines,Medium Box,Sharp EL500L Fraction Calculator,14.8,14,188.04,14.76,7.51,Regular Air,'2016-12-01',Recife,3825,3825,86835,86835,1435,1435,Jerry Creech,Computer & Electronics,10.45,'2016-11-28 04:37:49.000',1
Delivered,1,High,Corporate,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,377.95,37,559.81,15.13,5,Regular Air,'2016-12-02',Kaliningrad,2393,2393,86366,86366,913,913,Warren Carver,Furniture,16.18,'2016-11-29 07:39:09.000',1
Delivered,1,Not Specified,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",777.5,32,1178.78,40.04,5.08,Regular Air,'2016-12-01',Cardiff,360,360,90999,90999,132,132,Ron Dillon,Stationery,64.66,'2016-11-29 00:55:58.000',1
Delivered,0.98,Low,Small Business,Office Supplies,Labels,Small Box,Avery 51,14.81,5,30.88,6.64,0.5,Regular Air,'2016-11-30',Moscow,2745,2745,91361,91361,1062,1062,Willie Robinson,Stationery,1.51,'2016-11-29 04:46:22.000',1
Delivered,1,Not Specified,Corporate,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,2175.38,3,6060.69,2149.18,14.7,Delivery Truck,'2016-12-02',Glasgow,364,364,90999,90999,134,134,Natalie Raynor,Computer & Electronics,342.59,'2016-11-29 00:51:23.000',1
Delivered,0.98,Low,Corporate,Office Supplies,Paper,Small Box,Xerox 1998,44.17,40,251.71,6.84,5.82,Regular Air,'2016-12-04',Nantes,8182,8182,86554,86554,2980,2980,Joanna Kenney,Stationery,13.49,'2016-11-29 02:04:53.000',1
Delivered,0.98,Low,Small Business,Furniture,Office Furnishings,Small Box,"Seth Thomas 13 1/2"" Wall Clock",30.32,11,193.98,18.76,5.03,Regular Air,'2016-12-02',Moscow,2738,2738,57061,57061,1060,1060,Gene Gilliam,Furniture,11.72,'2016-11-29 13:27:46.000',1
Delivered,0.89,Not Specified,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,29.21,3,224.7,74.9,3.5,Regular Air,'2016-12-02',Glasgow,359,359,90999,90999,132,132,Ron Dillon,Furniture,4.2,'2016-11-29 21:12:01.000',1
Delivered,1,High,Corporate,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,150.31,22,2995.96,146.43,52.42,Delivery Truck,'2016-12-01',Voronezh,2394,2394,86366,86366,913,913,Warren Carver,Furniture,181.37,'2016-11-29 07:56:34.000',1
Delivered,1,Low,Small Business,Technology,Office Machines,Jumbo Drum,Epson DFX-8500 Dot Matrix Printer,23.7,8,20238.35,2691.27,29.7,Delivery Truck,'2016-12-07',San Francisco,6281,6281,91592,91592,2309,2309,Brent Coates,Computer & Electronics,1222.25,'2016-11-29 05:26:21.000',1
Delivered,1,Low,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",-102.94,76,1723.32,23.62,15.1,Regular Air,'2016-12-07',Moscow,2737,2737,57061,57061,1060,1060,Gene Gilliam,Stationery,88.49,'2016-11-29 11:29:22.000',1
Delivered,0.9,Not Specified,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',163.97,9,252.02,30.11,1.49,Regular Air,'2016-12-02',Marseille,8015,8015,87405,87405,2913,2913,Lucy Arthur,Stationery,13.47,'2016-11-30 13:07:08.000',1
Delivered,0.96,Not Specified,Small Business,Office Supplies,Paper,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",433.3,22,676.03,32.69,5.76,Regular Air,'2016-12-01',Kaliningrad,2643,2643,89015,89015,1025,1025,Patrick Hendrix,Stationery,40.99,'2016-11-30 11:20:48.000',1
Delivered,1,Not Specified,Small Business,Technology,Copiers and Fax,Large Box,Canon imageCLASS 2200 Advanced Copier,6398.2,5,18283.77,3693.69,24.49,Regular Air,'2016-12-04',St. Petersburg,2642,2642,89015,89015,1025,1025,Patrick Hendrix,Computer & Electronics,695.28,'2016-11-30 00:33:25.000',1
Delivered,1,Not Specified,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather Task Chair, Black",-196.58,21,1994.37,94.97,42,Delivery Truck,'2016-12-02',Ryazan,2641,2641,89015,89015,1025,1025,Patrick Hendrix,Furniture,66.82,'2016-11-30 07:25:01.000',1
Delivered,0.94,Not Specified,Home Office,Office Supplies,Paper,Small Box,Xerox 220,-52.27,24,154.31,6.84,7.49,Regular Air,'2016-12-03',Lyon,8016,8016,87405,87405,2913,2913,Lucy Arthur,Stationery,7.55,'2016-11-30 00:48:32.000',1
Delivered,1,Critical,Small Business,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 External Faxmodem,150.3,2,211.04,105.52,19.99,Regular Air,'2016-12-03',Stockholm,7892,7892,88631,88631,2881,2881,Linda Peacock,Computer & Electronics,1.44,'2016-12-01 02:40:16.000',1
Delivered,1,High,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troyâ„¢ Executive Leather Low-Back Tilter,5853.51,18,8660.27,528.71,26,Delivery Truck,'2016-12-03',Beijing,4626,4626,87207,87207,1727,1727,Juanita Ballard,Furniture,641.05,'2016-12-01 09:26:58.000',1
Delivered,0.91,Medium,Home Office,Office Supplies,Labels,Small Box,Avery 474,22.06,11,32.77,3.04,0.99,Regular Air,'2016-12-03',St. Petersburg,2402,2402,86367,86367,914,914,Marianne Cochran,Stationery,0.92,'2016-12-01 06:29:44.000',1
Delivered,0.94,Medium,Home Office,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",366.73,25,569.15,23.47,1.99,Regular Air,'2016-12-02',St. Petersburg,2395,2395,86367,86367,913,913,Warren Carver,Computer & Electronics,24.16,'2016-12-01 09:22:09.000',1
Delivered,1,Not Specified,Corporate,Technology,Telephones and Communication,Small Box,LX 677,1359.22,21,2361.34,117.13,8.99,Regular Air,'2016-12-02',Recife,3734,3734,87098,87098,1410,1410,Charles Ward,Computer & Electronics,109.08,'2016-12-01 05:29:07.000',1
Delivered,1,Not Specified,Corporate,Technology,Telephones and Communication,Small Box,LX 677,1050.17,84,9445.36,117.13,8.99,Regular Air,'2016-12-02',Sao Paulo,3760,3760,13570,13570,1413,1413,Pamela Wiley,Computer & Electronics,487.6,'2016-12-01 03:39:36.000',1
Delivered,1,Critical,Corporate,Technology,Office Machines,Jumbo Drum,Epson FX-2180 Wide Format Dot Matrix Printer,-27.39,16,9475.5,630.02,14.7,Delivery Truck,'2016-12-04',Beijing,5220,5220,88346,88346,1952,1952,Elsie Dodson,Computer & Electronics,555.86,'2016-12-01 09:43:12.000',1
Delivered,0.89,Not Specified,Corporate,Office Supplies,Envelopes,Small Box,"Peel & Seel Recycled Catalog Envelopes, Brown",-4.16,18,211.16,12.22,6.97,Regular Air,'2016-12-05',Sheffield,653,653,87220,87220,252,252,Steven McDowell,Stationery,5.26,'2016-12-01 12:00:51.000',1
Delivered,1,High,Small Business,Technology,Office Machines,Jumbo Drum,Epson FX-2180 Wide Format Dot Matrix Printer,-432.26,21,12088.76,581.47,64.59,Delivery Truck,'2016-12-04',Beijing,4627,4627,87207,87207,1727,1727,Juanita Ballard,Computer & Electronics,457.65,'2016-12-01 00:00:12.000',1
Delivered,1,Not Specified,Corporate,Furniture,Tables,Jumbo Box,Riverside Furniture Stanwyck Manor Table Series,-247.04,18,4904.23,302.73,61.76,Delivery Truck,'2016-12-02',London,652,652,87220,87220,251,251,Joann Davidson Rich,Furniture,373.55,'2016-12-01 02:50:47.000',1
Delivered,0.96,Not Specified,Corporate,Furniture,Office Furnishings,Wrap Bag,Document Clip Frames,-8.51,4,33.79,8.8,0.96,Regular Air,'2016-12-03',Rio de Janeiro,3759,3759,13570,13570,1413,1413,Pamela Wiley,Furniture,1.74,'2016-12-01 18:03:10.000',1
Delivered,0.97,Low,Corporate,Furniture,Office Furnishings,Small Box,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",154.88,4,221.84,57.77,14.83,Regular Air,'2016-12-08',Sao Paulo,3633,3633,91335,91335,1372,1372,Thomas Evans,Furniture,6.39,'2016-12-02 23:58:02.000',1
Delivered,1,Critical,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme 8"" Straight Scissors",124.56,25,335.65,13.7,3.14,Regular Air,'2016-12-05',Edinburgh,861,861,91528,91528,324,324,Lester Stuart,Stationery,13.99,'2016-12-02 05:53:54.000',1
Delivered,1,Critical,Consumer,Office Supplies,Paper,Small Box,Xerox 23,-4.96,7,44.53,6.84,5.14,Express Air,'2016-12-04',Cancun,4733,4733,90184,90184,1756,1756,Cecil Alford,Stationery,1.5,'2016-12-02 12:25:03.000',1
Delivered,1,Low,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Global Commerceâ„¢ Series High-Back Swivel/Tilt Chairs,-123.11,2,559.4,300.75,69.55,Delivery Truck,'2016-12-03',Ahmedabad,4320,4320,90607,90607,1625,1625,Molly Browning,Furniture,34.25,'2016-12-02 01:00:14.000',1
Delivered,1,Critical,Corporate,Office Supplies,Appliances,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",-183.34,12,819.15,72.62,60,Delivery Truck,'2016-12-04',Dortmund,4119,4119,88501,88501,1547,1547,Jean Bryan,Furniture,42.42,'2016-12-02 15:42:13.000',1
Delivered,1,Critical,Consumer,Furniture,Tables,Large Box,Hon 2111 Invitationâ„¢ Series Corner Table,-164.25,3,649.62,220.96,69,Express Air,'2016-12-03',Tijuana,4735,4735,90184,90184,1758,1758,Elaine McMahon Talley,Furniture,13.96,'2016-12-02 03:34:51.000',1
Delivered,0.89,Not Specified,Corporate,Office Supplies,Envelopes,Small Box,Grip Seal Envelopes,-20.17,14,61.46,4.67,4.99,Regular Air,'2016-12-05',Tumkur,5389,5389,17317,17317,1999,1999,Priscilla Kane,Stationery,3.75,'2016-12-02 05:26:54.000',1
Delivered,1,High,Corporate,Furniture,Bookcases,Jumbo Box,O'Sullivan 2-Shelf Heavy-Duty Bookcases,2.37,1,47.67,51.26,54.11,Delivery Truck,'2016-12-06',Shanghai,6643,6643,89313,89313,2442,2442,Natalie Aldridge,Stationery,2.55,'2016-12-03 09:29:46.000',1
Delivered,0.99,Low,Consumer,Office Supplies,Paper,Wrap Bag,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",-12.94,24,207.79,9.62,2.15,Express Air,'2016-12-08',Melbourne,1487,1487,88888,88888,568,568,Peter McConnell,Stationery,15.62,'2016-12-03 10:57:55.000',1
Delivered,1,Critical,Corporate,Office Supplies,Paper,Small Box,Staples Copy Paper (20Lb. and 84 Bright),-21.44,21,104.94,5.26,4.7,Regular Air,'2016-12-05',Hobart,1406,1406,90916,90916,549,549,Dennis Boykin Townsend,Stationery,3.38,'2016-12-03 14:20:23.000',1
Delivered,1,Critical,Corporate,Furniture,Office Furnishings,Small Box,Eldon Expressions Mahogany Wood Desk Collection,-21.01,13,82.97,6.58,5.22,Regular Air,'2016-12-04',Hobart,1404,1404,90916,90916,549,549,Dennis Boykin Townsend,Furniture,1.93,'2016-12-03 02:32:58.000',1
Delivered,0.97,Low,Consumer,Office Supplies,Paper,Small Box,Xerox 210,-43.83,17,106.98,6.84,7.37,Regular Air,'2016-12-09',Cheyenne,8097,8097,87519,87519,2949,2949,Joy Petty,Stationery,6.58,'2016-12-03 02:14:46.000',1
Delivered,0.91,Not Specified,Corporate,Office Supplies,Paper,Small Box,Xerox 216,-56.89,21,136.46,6.84,7.91,Regular Air,'2016-12-04',Vancouver,4511,4511,91085,91085,1690,1690,Neil Bailey,Stationery,7.28,'2016-12-04 00:24:53.000',1
Delivered,1,Critical,Corporate,Furniture,Office Furnishings,Small Box,"Eldon ImÃ ge Series Desk Accessories, Clear",-53.7,21,106.65,5.13,7.1,Regular Air,'2016-12-06',Sydney,1405,1405,90916,90916,549,549,Dennis Boykin Townsend,Furniture,1.51,'2016-12-03 03:31:47.000',1
Delivered,1,High,Corporate,Office Supplies,Paper,Small Box,Xerox 227,-60.23,18,115.73,6.84,8.73,Regular Air,'2016-12-07',Santiago,7831,7831,88295,88295,2861,2861,Dwight Robinson,Stationery,6.97,'2016-12-03 04:41:46.000',1
Delivered,1,Critical,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",-44.02,18,66.57,4.02,5.44,Regular Air,'2016-12-06',Adelaide,1403,1403,90916,90916,549,549,Dennis Boykin Townsend,Stationery,3.05,'2016-12-03 07:34:42.000',1
Delivered,1,Low,Corporate,Furniture,Tables,Jumbo Box,Hon Rectangular Conference Tables,2712.29,24,5763.36,240.14,32.48,Delivery Truck,'2016-12-09',Istanbul,2908,2908,90836,90836,1113,1113,Julia Reynolds,Furniture,172.39,'2016-12-04 06:44:29.000',1
